Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Distance Goal,Run,42000.0,"Dec 3, 2024, 10:23:21 PM","Dec 8, 2024, 3:46:16 PM",,Week
Distance Goal,Run,40000.0,"Dec 8, 2024, 3:46:16 PM","Dec 30, 2024, 9:06:04 AM",,Week
